FECHA,TOTAL,ANIO,MES,DIA,DIA2,Tmin,Tmax,Wind,Lluvia
01/01/2017,54,2017,1,1,7,12.7,22.2,3.6,0
02/01/2017,88,2017,1,2,1,19.1,25.3,7.6,0
03/01/2017,68,2017,1,3,2,11.1,26.7,7.2,0
04/01/2017,64,2017,1,4,3,10.1,26.1,7.2,0
05/01/2017,71,2017,1,5,4,10.1,24.1,3.6,0
06/01/2017,75,2017,1,6,5,10.1,23.7,7.2,0
07/01/2017,69,2017,1,7,6,17.1,17.1,0,0
08/01/2017,71,2017,1,8,7,11.2,17.4,3.6,0
09/01/2017,73,2017,1,9,1,10.1,23.7,16.6,0
10/01/2017,85,2017,1,10,2,7.1,23.9,7.2,0
11/01/2017,86,2017,1,11,3,6.9,25.7,7.2,0
12/01/2017,67,2017,1,12,4,8.6,25.7,7.2,0
13/01/2017,79,2017,1,13,5,11,25.7,9.4,0
14/01/2017,77,2017,1,14,6,10.1,23.1,7.2,0
15/01/2017,91,2017,1,15,7,21.9,24.1,7.2,0
16/01/2017,81,2017,1,16,1,9.1,24.9,7.2,0
17/01/2017,79,2017,1,17,2,8,24.7,7.6,0
18/01/2017,75,2017,1,18,3,11.6,20.1,3.6,0
19/01/2017,81,2017,1,19,4,13.9,23.4,10.8,0
20/01/2017,79,2017,1,20,5,19.1,23.1,14.8,0
21/01/2017,75,2017,1,21,6,8.9,24.2,10.8,0
22/01/2017,80,2017,1,22,7,7.1,21.1,3.6,0
23/01/2017,85,2017,1,23,1,7.1,27.4,7.2,0
24/01/2017,70,2017,1,24,2,23.7,26.2,10.8,0
25/01/2017,80,2017,1,25,3,6.1,24.9,10.8,0
26/01/2017,77,2017,1,26,4,19.9,25.7,7.2,0
27/01/2017,85,2017,1,27,5,22.4,27.2,7.2,0
28/01/2017,66,2017,1,28,6,9.4,25.9,7.2,0
29/01/2017,89,2017,1,29,7,10.9,22.1,7.2,0
30/01/2017,77,2017,1,30,1,9.6,23.9,3.6,0
31/01/2017,72,2017,1,31,2,21.7,21.7,7.2,0
01/02/2017,84,2017,2,1,3,11.1,23.4,7.2,0
02/02/2017,69,2017,2,2,4,11,11,3.4,0
03/02/2017,81,2017,2,3,5,11.1,25.9,11.2,0
04/02/2017,65,2017,2,4,6,11.1,21.1,7.2,0
05/02/2017,59,2017,2,5,7,13.7,27.1,11.2,0
06/02/2017,66,2017,2,6,1,11.1,26.3,7.9,0
07/02/2017,71,2017,2,7,2,11.1,27.1,22.3,0
08/02/2017,74,2017,2,8,3,10.4,28.9,3.6,0
09/02/2017,77,2017,2,9,4,12.6,29.9,7.2,0
10/02/2017,80,2017,2,10,5,27.4,27.4,7.2,0
11/02/2017,73,2017,2,11,6,8,29,13,0
12/02/2017,74,2017,2,12,7,14.3,28.6,7.6,0
13/02/2017,73,2017,2,13,1,12.1,28.4,14.8,0
14/02/2017,83,2017,2,14,2,12.1,25.1,18.4,0
15/02/2017,65,2017,2,15,3,9.9,24.2,14.8,0
16/02/2017,67,2017,2,16,4,10.4,23.7,18,0
17/02/2017,71,2017,2,17,5,12.6,23.2,10.8,0
18/02/2017,77,2017,2,18,6,6,24,32,0
19/02/2017,85,2017,2,19,7,13.4,22.4,22.3,0
20/02/2017,68,2017,2,20,1,11.6,23.9,7.2,0
21/02/2017,80,2017,2,21,2,14.4,26.9,16.6,0
22/02/2017,65,2017,2,22,3,12.6,12.6,3.6,0
23/02/2017,83,2017,2,23,4,14.6,27.4,7.2,0
24/02/2017,78,2017,2,24,5,12.6,28.1,7.2,0
25/02/2017,58,2017,2,25,6,12.1,28.1,7.6,0
26/02/2017,69,2017,2,26,7,10.1,24.6,3.6,0
27/02/2017,83,2017,2,27,1,13.4,29.4,14.8,0
28/02/2017,94,2017,2,28,2,11.1,29.2,11.2,0
01/03/2017,81,2017,3,1,3,14.6,28.1,9.4,0
02/03/2017,94,2017,3,2,4,15.6,28.9,7.2,0
03/03/2017,73,2017,3,3,5,17.1,23.6,9.4,0
04/03/2017,65,2017,3,4,6,15.6,23.1,7.2,0
05/03/2017,79,2017,3,5,7,17.6,26.9,13,0
06/03/2017,64,2017,3,6,1,17.1,25.1,3.6,0
07/03/2017,63,2017,3,7,2,14.6,28.4,7.2,0
08/03/2017,51,2017,3,8,3,17.6,25.1,20.5,0
09/03/2017,74,2017,3,9,4,16.6,27.9,7.2,0
10/03/2017,78,2017,3,10,5,17.1,28.4,9.4,0
11/03/2017,78,2017,3,11,6,15.6,22.1,14.8,0
12/03/2017,58,2017,3,12,7,22.4,24.6,3.6,0
13/03/2017,53,2017,3,13,1,12.6,25.2,7.2,0
14/03/2017,74,2017,3,14,2,14.1,27.4,7.2,0
15/03/2017,63,2017,3,15,3,14.9,25.1,7.2,0
16/03/2017,73,2017,3,16,4,11.1,24.1,7.2,0
17/03/2017,68,2017,3,17,5,16.1,25.5,7.2,0
18/03/2017,77,2017,3,18,6,12.1,30,7.6,0
19/03/2017,79,2017,3,19,7,18.1,28.1,3.6,0
20/03/2017,69,2017,3,20,1,11,30,3.6,0
21/03/2017,78,2017,3,21,2,32.2,32.2,3.6,0
22/03/2017,69,2017,3,22,3,18.6,30.3,7.6,0
23/03/2017,80,2017,3,23,4,19.1,30.9,7.2,0
24/03/2017,80,2017,3,24,5,16.1,30.3,10.8,0
25/03/2017,64,2017,3,25,6,18.1,31.1,7.2,0
26/03/2017,86,2017,3,26,7,18.6,30.9,10.8,0
27/03/2017,73,2017,3,27,1,16.1,30.2,7.6,0
28/03/2017,78,2017,3,28,2,17.1,30.9,7.2,0
29/03/2017,85,2017,3,29,3,16.1,28.9,11.9,0
30/03/2017,56,2017,3,30,4,14.6,29.9,7.6,0
31/03/2017,71,2017,3,31,5,16.1,26.5,7.9,0
01/04/2017,83,2017,4,1,6,10.1,30.9,8.9,0
02/04/2017,68,2017,4,2,7,17.6,29.7,10.9,0
03/04/2017,84,2017,4,3,1,14.6,20.1,3.6,0
04/04/2017,70,2017,4,4,2,27.2,31.2,24.1,0
05/04/2017,80,2017,4,5,3,17.6,31.6,7.2,0
06/04/2017,94,2017,4,6,4,20.1,27.9,3.6,0
07/04/2017,68,2017,4,7,5,15.1,31.6,10.8,0
08/04/2017,83,2017,4,8,6,16,32,10.8,0
09/04/2017,68,2017,4,9,7,21.7,31.9,10.8,0
10/04/2017,64,2017,4,10,1,14.1,21.1,5.4,0
11/04/2017,69,2017,4,11,2,20.5,32.1,37.1,0
12/04/2017,67,2017,4,12,3,20.1,20.1,3.6,0
13/04/2017,59,2017,4,13,4,19.1,26.1,5.4,0
14/04/2017,57,2017,4,14,5,19.1,24.1,3.4,0
15/04/2017,73,2017,4,15,6,19.6,31.6,11.2,0
16/04/2017,63,2017,4,16,7,28.6,28.6,7.2,0
17/04/2017,72,2017,4,17,1,24.1,24.1,11.2,0
18/04/2017,56,2017,4,18,2,18.1,29.1,22.3,0
19/04/2017,71,2017,4,19,3,18.1,31.1,7.2,0
20/04/2017,65,2017,4,20,4,19.6,19.6,3.6,0
21/04/2017,62,2017,4,21,5,16.1,32.7,14.8,0
22/04/2017,59,2017,4,22,6,12,33,12,0
23/04/2017,69,2017,4,23,7,24.1,29.1,11.2,0
24/04/2017,53,2017,4,24,1,21.1,29.7,7.6,0
25/04/2017,72,2017,4,25,2,19.1,29.3,11.3,0
26/04/2017,61,2017,4,26,3,17.1,30,7.2,0
27/04/2017,66,2017,4,27,4,13.1,27.9,3.6,0
28/04/2017,71,2017,4,28,5,18.6,29.4,10.8,0
29/04/2017,53,2017,4,29,6,8,32.1,7.2,0
30/04/2017,59,2017,4,30,7,19.4,32.4,18.4,0
01/05/2017,67,2017,5,1,1,19.1,32.1,33.5,0
02/05/2017,76,2017,5,2,2,30.7,32.9,7.2,0
03/05/2017,54,2017,5,3,3,15.1,32.7,13,0
04/05/2017,82,2017,5,4,4,19.1,32.7,13,0
05/05/2017,67,2017,5,5,5,21.4,32.3,7.2,0
06/05/2017,61,2017,5,6,6,22.1,32.9,7.6,0
07/05/2017,72,2017,5,7,7,18.1,31.9,10.8,0
08/05/2017,68,2017,5,8,1,20.5,30.2,10.8,0
09/05/2017,77,2017,5,9,2,20.5,32.4,18.4,0
10/05/2017,51,2017,5,10,3,21.6,32.1,7.2,0
11/05/2017,51,2017,5,11,4,22.1,34.3,11.3,0
12/05/2017,75,2017,5,12,5,22.4,33.2,10.8,0
13/05/2017,72,2017,5,13,6,23,32,9,0
14/05/2017,61,2017,5,14,7,26.1,32.3,8.6,0
15/05/2017,75,2017,5,15,1,21.1,34.1,8.3,0
16/05/2017,71,2017,5,16,2,21.1,34.7,7.6,0
17/05/2017,50,2017,5,17,3,23.6,34.6,10.8,0
18/05/2017,64,2017,5,18,4,19.1,35.4,10.8,0
19/05/2017,66,2017,5,19,5,24.2,34.1,10.8,0
20/05/2017,66,2017,5,20,6,14.1,34.6,7.2,0
21/05/2017,70,2017,5,21,7,22.6,36.4,7.2,0
22/05/2017,71,2017,5,22,1,22.1,34.9,7.2,0
23/05/2017,70,2017,5,23,2,22.1,33.1,24.1,0
24/05/2017,75,2017,5,24,3,18.1,33.1,7.2,0
25/05/2017,81,2017,5,25,4,22.4,33.4,7.2,0
26/05/2017,65,2017,5,26,5,22.6,35.4,7.2,0
27/05/2017,65,2017,5,27,6,22.1,33.6,7.2,0
28/05/2017,64,2017,5,28,7,21.1,33.1,18.4,0
29/05/2017,69,2017,5,29,1,23.1,32.7,7.2,0
30/05/2017,60,2017,5,30,2,22.6,32.2,7.2,0
31/05/2017,75,2017,5,31,3,22.7,32.2,5.4,0
01/06/2017,69,2017,6,1,4,20.8,32.7,7.2,0
02/06/2017,63,2017,6,2,5,23.1,33.9,7.2,0
03/06/2017,63,2017,6,3,6,20.1,33.6,13,0
04/06/2017,71,2017,6,4,7,19.1,34.1,5.4,0
05/06/2017,72,2017,6,5,1,22.1,32.9,7.6,0
06/06/2017,73,2017,6,6,2,23.1,34.3,7.2,0
07/06/2017,74,2017,6,7,3,22.6,31.9,7.2,0
08/06/2017,62,2017,6,8,4,22.6,31.2,7.2,0
09/06/2017,76,2017,6,9,5,20.1,32.4,7.6,0
10/06/2017,62,2017,6,10,6,21,30,7.2,0
11/06/2017,73,2017,6,11,7,20.7,30.2,7.2,0
12/06/2017,76,2017,6,12,1,20.5,31.9,7.2,0
13/06/2017,76,2017,6,13,2,23.1,32.9,3.6,0
14/06/2017,53,2017,6,14,3,24.1,31.3,7.4,0
15/06/2017,79,2017,6,15,4,24,31.1,9.4,0
16/06/2017,68,2017,6,16,5,23.6,32.7,7.2,0
17/06/2017,63,2017,6,17,6,18.1,33,7.4,0
18/06/2017,61,2017,6,18,7,23.7,32.4,20.5,0
19/06/2017,68,2017,6,19,1,23.6,32.9,14.8,0
20/06/2017,63,2017,6,20,2,24.6,30.9,16.6,0
21/06/2017,59,2017,6,21,3,17.1,32.5,9.4,0
22/06/2017,61,2017,6,22,4,19.1,32.9,7.6,0
23/06/2017,67,2017,6,23,5,23.6,28.7,7.2,0
24/06/2017,57,2017,6,24,6,23.6,33.1,7.2,0
25/06/2017,62,2017,6,25,7,25.4,30.2,7.2,0
26/06/2017,64,2017,6,26,1,20.5,26.1,9.4,0
27/06/2017,63,2017,6,27,2,21.6,30.7,11.2,0
28/06/2017,85,2017,6,28,3,21.1,23.9,7.2,3
29/06/2017,55,2017,6,29,4,21.1,27.1,14.8,0
30/06/2017,86,2017,6,30,5,19.9,19.9,3.6,0
01/07/2017,59,2017,7,1,6,17.1,23.4,18.4,0
02/07/2017,62,2017,7,2,7,17.1,27.2,4.1,0
03/07/2017,69,2017,7,3,1,18.1,26.9,3.6,0
04/07/2017,60,2017,7,4,2,20.1,26.4,22.3,0
05/07/2017,55,2017,7,5,3,19.6,28.6,7.2,0
06/07/2017,75,2017,7,6,4,19.1,28.9,7.2,0
07/07/2017,77,2017,7,7,5,19.4,28.4,7.2,0
08/07/2017,79,2017,7,8,6,19.6,27.6,7.2,0
09/07/2017,68,2017,7,9,7,21.7,25.7,3.6,0
10/07/2017,71,2017,7,10,1,18.4,24.2,3.6,0
11/07/2017,70,2017,7,11,2,19.6,20.8,3.6,0
12/07/2017,62,2017,7,12,3,20.7,26.9,7.2,0
13/07/2017,56,2017,7,13,4,20.1,24.4,7.2,0
14/07/2017,66,2017,7,14,5,20.1,20.1,3.6,0
15/07/2017,53,2017,7,15,6,21.1,29.1,7.2,0
16/07/2017,70,2017,7,16,7,21.2,27.1,3.6,0
17/07/2017,75,2017,7,17,1,19.1,27.1,3.6,0
18/07/2017,72,2017,7,18,2,19.6,27.9,7.2,0
19/07/2017,53,2017,7,19,3,18.6,27.2,7.2,0
20/07/2017,77,2017,7,20,4,19.6,26.2,3.6,0
21/07/2017,81,2017,7,21,5,20.1,27.9,3.8,0
22/07/2017,50,2017,7,22,6,20.5,29.6,7.2,0
23/07/2017,69,2017,7,23,7,19.6,27.9,11.2,0
24/07/2017,72,2017,7,24,1,20.1,20.1,3.6,0
25/07/2017,55,2017,7,25,2,19.4,19.4,7.2,0
26/07/2017,75,2017,7,26,3,18.6,25.1,7.2,0
27/07/2017,58,2017,7,27,4,19.1,26.1,9.4,0
28/07/2017,87,2017,7,28,5,19.6,19.6,3.6,0
29/07/2017,64,2017,7,29,6,20.1,27.6,7.6,0
30/07/2017,78,2017,7,30,7,17.1,29.7,7.3,0
31/07/2017,71,2017,7,31,1,21.6,30.9,7.6,0
01/08/2017,65,2017,8,1,2,22.7,29.9,7.2,0
02/08/2017,80,2017,8,2,3,21.4,30,7.6,0
03/08/2017,71,2017,8,3,4,18.4,28.6,11.2,4
04/08/2017,57,2017,8,4,5,19.7,28.4,7.6,6
05/08/2017,82,2017,8,5,6,19.6,29.6,7.2,0
06/08/2017,81,2017,8,6,7,21,28.7,7.6,0
07/08/2017,72,2017,8,7,1,20.5,28.2,7.2,0
08/08/2017,57,2017,8,8,2,26.1,26.4,13,0
09/08/2017,79,2017,8,9,3,21.1,29.6,7.2,0
10/08/2017,48,2017,8,10,4,21.7,27.4,22.3,0
11/08/2017,62,2017,8,11,5,20.4,28.4,10.8,0
12/08/2017,50,2017,8,12,6,20.5,29.1,7.2,0
13/08/2017,55,2017,8,13,7,20.5,27.4,3.6,3
14/08/2017,75,2017,8,14,1,18.2,25.9,7.2,8
15/08/2017,74,2017,8,15,2,18.1,27.7,7.2,0
16/08/2017,69,2017,8,16,3,16.1,29.4,7.2,0
17/08/2017,71,2017,8,17,4,20.7,28.2,27.7,0
18/08/2017,57,2017,8,18,5,20.1,28.6,7.2,0
19/08/2017,60,2017,8,19,6,18.1,27.1,9.4,0.1
20/08/2017,69,2017,8,20,7,19.9,27.1,9.4,2
21/08/2017,68,2017,8,21,1,21.2,28.9,7.2,0
22/08/2017,65,2017,8,22,2,21.1,27.4,3.8,0
23/08/2017,54,2017,8,23,3,19.1,25.4,7.2,0
24/08/2017,77,2017,8,24,4,16.1,21.7,9.4,0.9
25/08/2017,82,2017,8,25,5,17.1,27.9,3.8,12
26/08/2017,83,2017,8,26,6,19.6,27.1,3.6,0
27/08/2017,86,2017,8,27,7,18,28,3,0
28/08/2017,82,2017,8,28,1,18.6,26.9,3.6,0
29/08/2017,85,2017,8,29,2,18.1,24.1,22.3,0
30/08/2017,58,2017,8,30,3,18.6,20.5,7.2,1.7
31/08/2017,62,2017,8,31,4,17.9,21.7,9.4,4
01/09/2017,79,2017,9,1,5,19.1,25.1,7.2,0
02/09/2017,84,2017,9,2,6,18.1,26.6,9.4,0.1
03/09/2017,67,2017,9,3,7,20.2,25.9,9.4,0
04/09/2017,86,2017,9,4,1,19.1,19.1,3.4,0
05/09/2017,85,2017,9,5,2,18.6,21.1,3.6,0
06/09/2017,70,2017,9,6,3,19.1,24.2,7.2,3
07/09/2017,76,2017,9,7,4,17.6,25.2,7.2,0
08/09/2017,73,2017,9,8,5,20.1,26.2,7.2,0
09/09/2017,72,2017,9,9,6,19.1,26.2,11.2,0
10/09/2017,92,2017,9,10,7,17.6,27.1,13,0
11/09/2017,76,2017,9,11,1,19.6,27.2,7.2,0
12/09/2017,71,2017,9,12,2,18.6,27.9,3.6,0
13/09/2017,72,2017,9,13,3,19.1,28.2,7.6,0
14/09/2017,59,2017,9,14,4,21.4,29.1,3.6,0
15/09/2017,73,2017,9,15,5,20.5,25.9,7.2,0
16/09/2017,69,2017,9,16,6,21.7,29.1,7.2,0
17/09/2017,88,2017,9,17,7,24.9,28.4,11.2,0
18/09/2017,60,2017,9,18,1,15.1,28.1,3.6,0
19/09/2017,77,2017,9,19,2,27.1,27.1,5.4,0
20/09/2017,68,2017,9,20,3,28.7,28.7,3.6,0
21/09/2017,74,2017,9,21,4,19.2,25.1,5.4,0
22/09/2017,89,2017,9,22,5,19.7,27.2,7.2,0.8
23/09/2017,76,2017,9,23,6,19.4,24.2,7.2,0
24/09/2017,53,2017,9,24,7,20.1,24.4,13,0
25/09/2017,76,2017,9,25,1,20.5,23.4,3.6,0.2
26/09/2017,72,2017,9,26,2,24.9,26.4,3.6,0
27/09/2017,71,2017,9,27,3,19.9,27.7,3.6,0
28/09/2017,70,2017,9,28,4,18.7,25.1,7.2,4
29/09/2017,71,2017,9,29,5,19.1,25.1,16.6,0
30/09/2017,66,2017,9,30,6,19.6,25.1,7.2,0
01/10/2017,77,2017,10,1,7,19.4,25.7,7.2,0
02/10/2017,81,2017,10,2,1,18.6,26.9,7.6,0
03/10/2017,65,2017,10,3,2,25.1,26.1,14.8,0
04/10/2017,74,2017,10,4,3,25.1,26.1,9.4,0
05/10/2017,72,2017,10,5,4,20.7,25.4,13,0
06/10/2017,67,2017,10,6,5,19.9,29.2,7.2,0
07/10/2017,67,2017,10,7,6,17.6,24.1,7.2,0
08/10/2017,76,2017,10,8,7,18.6,23.4,3.6,0
09/10/2017,70,2017,10,9,1,19.1,24.6,3.6,0
10/10/2017,78,2017,10,10,2,19.1,27.9,13,0
11/10/2017,57,2017,10,11,3,18.7,25.9,7.2,0
12/10/2017,67,2017,10,12,4,18.6,25.6,7.6,0
13/10/2017,74,2017,10,13,5,19.4,24.2,11.2,0
14/10/2017,52,2017,10,14,6,18.6,26.4,7.2,0
15/10/2017,69,2017,10,15,7,20.4,27.1,7.6,0
16/10/2017,78,2017,10,16,1,18.7,26.9,7.2,0
17/10/2017,66,2017,10,17,2,17.6,25.2,7.2,0
18/10/2017,74,2017,10,18,3,25.1,27.9,7.2,0
19/10/2017,71,2017,10,19,4,18.7,26.1,7.2,0
20/10/2017,86,2017,10,20,5,20.8,27.9,14.8,0
21/10/2017,67,2017,10,21,6,19.1,28.7,7.2,0
22/10/2017,86,2017,10,22,7,18.2,29.4,7.6,0
23/10/2017,82,2017,10,23,1,18.7,27.1,10.8,0
24/10/2017,74,2017,10,24,2,22.1,22.1,7.6,0
25/10/2017,63,2017,10,25,3,12.1,24.9,10.8,0
26/10/2017,63,2017,10,26,4,14.7,24.4,7.6,0
27/10/2017,66,2017,10,27,5,9.1,27.4,7.6,0
28/10/2017,70,2017,10,28,6,16.6,27.6,9.4,0
29/10/2017,82,2017,10,29,7,18.6,26.7,7.2,0
30/10/2017,71,2017,10,30,1,17.6,24.6,9.4,0
31/10/2017,77,2017,10,31,2,23.2,23.2,3.6,0
01/11/2017,69,2017,11,1,3,17.1,25.9,3.6,0
02/11/2017,78,2017,11,2,4,19.4,28.1,3.6,0
03/11/2017,82,2017,11,3,5,19.1,30.1,7.6,0
04/11/2017,65,2017,11,4,6,23.2,31.1,3.6,0
05/11/2017,60,2017,11,5,7,15.1,30.3,7.6,0
06/11/2017,76,2017,11,6,1,15.1,29.9,3.6,0
07/11/2017,66,2017,11,7,2,14.4,28.9,7.2,0
08/11/2017,75,2017,11,8,3,12.6,29.7,3.6,0
09/11/2017,77,2017,11,9,4,16.9,28.2,5.4,0
10/11/2017,101,2017,11,10,5,19.1,27.7,7.2,0
11/11/2017,71,2017,11,11,6,18.1,28.1,7.2,0
12/11/2017,93,2017,11,12,7,17.4,28.1,7.2,0
13/11/2017,95,2017,11,13,1,17.1,27.4,16.6,0
14/11/2017,81,2017,11,14,2,16,26.4,7.2,0
15/11/2017,63,2017,11,15,3,15.6,26.7,3.6,0
16/11/2017,72,2017,11,16,4,16.1,16.1,7.2,0
17/11/2017,82,2017,11,17,5,14.1,27.2,3.6,0
18/11/2017,80,2017,11,18,6,13.6,29.5,7.2,0
19/11/2017,91,2017,11,19,7,17.2,26.7,7.2,0
20/11/2017,73,2017,11,20,1,14.4,26.7,5.4,0
21/11/2017,67,2017,11,21,2,9.1,26.4,18.4,0
22/11/2017,90,2017,11,22,3,12.4,26.4,7.6,0
23/11/2017,71,2017,11,23,4,12.1,22.9,7.6,0
24/11/2017,96,2017,11,24,5,9.2,23.9,3.6,0
25/11/2017,78,2017,11,25,6,10.6,26.1,7.2,0
26/11/2017,82,2017,11,26,7,12.2,26.7,18.4,0
27/11/2017,76,2017,11,27,1,8.4,24.9,3.6,0
28/11/2017,81,2017,11,28,2,11.7,25.4,9.4,0
29/11/2017,61,2017,11,29,3,10.6,26.9,3.6,0
30/11/2017,75,2017,11,30,4,12.6,24.2,7.2,0
01/12/2017,90,2017,12,1,5,10.6,22.9,14.8,0
02/12/2017,65,2017,12,2,6,8.8,25.1,7.2,0
03/12/2017,77,2017,12,3,7,20.8,24.9,3.6,0
04/12/2017,70,2017,12,4,1,6.1,25.7,9.4,0
05/12/2017,68,2017,12,5,2,13.1,26.4,7.2,0
06/12/2017,70,2017,12,6,3,11.1,27.1,7.6,0
07/12/2017,50,2017,12,7,4,8,25.7,10.8,0
08/12/2017,66,2017,12,8,5,15.6,22.1,7.2,0
09/12/2017,66,2017,12,9,6,5.6,19.1,14.8,0
10/12/2017,92,2017,12,10,7,8.7,19.1,9.4,0
11/12/2017,82,2017,12,11,1,6.6,16.4,3.6,0
12/12/2017,67,2017,12,12,2,9.1,25.3,7.3,0
13/12/2017,85,2017,12,13,3,11.1,17.1,5.4,0
14/12/2017,79,2017,12,14,4,10.6,23.4,7.2,0
15/12/2017,77,2017,12,15,5,13.6,22.2,9.4,0
16/12/2017,72,2017,12,16,6,12.6,16.1,18.4,19
17/12/2017,77,2017,12,17,7,16.6,22.4,7.2,0
18/12/2017,76,2017,12,18,1,14.2,23.4,7.2,0
19/12/2017,77,2017,12,19,2,14.6,25.1,7.6,0
20/12/2017,78,2017,12,20,3,24.1,25.4,11.2,0
21/12/2017,81,2017,12,21,4,12.1,24.9,7.6,0
22/12/2017,108,2017,12,22,5,12.6,21.7,9.4,0
23/12/2017,73,2017,12,23,6,7.1,25.1,7.6,0
24/12/2017,68,2017,12,24,7,21.5,21.5,7.1,0
25/12/2017,40,2017,12,25,1,19.1,24.1,5.4,0
26/12/2017,60,2017,12,26,2,10.6,25.2,7.2,0
27/12/2017,63,2017,12,27,3,25.9,25.9,3.6,0
28/12/2017,77,2017,12,28,4,11.1,23.4,7.2,0
29/12/2017,66,2017,12,29,5,10.6,23.4,3.6,0
30/12/2017,57,2017,12,30,6,10.6,25.4,3.6,0
31/12/2017,66,2017,12,31,7,11.9,24.1,14.8,0
01/01/2018,64,2018,1,1,1,11.9,11.9,,0
02/01/2018,64,2018,1,2,2,11.6,24,7.2,0
03/01/2018,70,2018,1,3,3,23.7,23.7,3.6,0
04/01/2018,67,2018,1,4,4,10.6,23.4,9.4,0
05/01/2018,57,2018,1,5,5,10.6,26.1,11.2,0
06/01/2018,74,2018,1,6,6,6.1,25.1,7.2,0
07/01/2018,63,2018,1,7,7,10.1,20.8,3.6,0
08/01/2018,74,2018,1,8,1,10.4,25.4,7.2,0
09/01/2018,64,2018,1,9,2,9.1,24.9,7.2,0
10/01/2018,66,2018,1,10,3,9.9,24.6,7.2,0
11/01/2018,83,2018,1,11,4,10.1,25.1,11.2,0
12/01/2018,63,2018,1,12,5,11.1,25.1,9.4,0
13/01/2018,57,2018,1,13,6,6.6,26.6,7.2,0
14/01/2018,83,2018,1,14,7,7.9,21.4,7.6,0
15/01/2018,70,2018,1,15,1,5.4,5.4,,0
16/01/2018,74,2018,1,16,2,7.1,23.9,7.2,0
17/01/2018,75,2018,1,17,3,6.4,21.2,3.6,0
18/01/2018,82,2018,1,18,4,8.6,23.7,7.2,0
19/01/2018,73,2018,1,19,5,10.1,22.9,7.2,0
20/01/2018,60,2018,1,20,6,9.6,24.6,7.2,0
21/01/2018,61,2018,1,21,7,8.1,24.9,10.8,0
22/01/2018,67,2018,1,22,1,8.7,23.7,3.6,0
23/01/2018,77,2018,1,23,2,11.9,25.2,7.2,0
24/01/2018,90,2018,1,24,3,12.6,25.6,7.2,0
25/01/2018,63,2018,1,25,4,12.1,18.4,7.6,0.2
26/01/2018,78,2018,1,26,5,12.1,23.7,7.2,0
27/01/2018,76,2018,1,27,6,10.4,26.1,7.2,0
28/01/2018,62,2018,1,28,7,20.1,24.6,7.2,0
29/01/2018,75,2018,1,29,1,10.7,18.9,24.1,0
30/01/2018,72,2018,1,30,2,14.6,17.1,7.6,0
31/01/2018,79,2018,1,31,3,13.6,16.9,7.2,0
01/02/2018,85,2018,2,1,4,8.6,20.4,3.6,0
02/02/2018,90,2018,2,2,5,12.6,27.2,7.2,0
03/02/2018,86,2018,2,3,6,13.6,24.1,3.6,0
04/02/2018,71,2018,2,4,7,27.1,27.9,3.6,0
05/02/2018,65,2018,2,5,1,26.9,26.9,3.6,0
06/02/2018,76,2018,2,6,2,14.6,26.2,10.8,0
07/02/2018,83,2018,2,7,3,10.1,24.6,13,0
08/02/2018,77,2018,2,8,4,15.6,23.9,7.4,0
09/02/2018,77,2018,2,9,5,13.6,16.9,3.6,1
10/02/2018,81,2018,2,10,6,10.9,21.1,11.2,0
11/02/2018,75,2018,2,11,7,20.1,22.6,3.7,0
12/02/2018,87,2018,2,12,1,13.7,26.1,14.8,0
13/02/2018,63,2018,2,13,2,10.1,26.9,7.2,0
14/02/2018,80,2018,2,14,3,21.8,25.6,7.2,0
15/02/2018,63,2018,2,15,4,16.6,27.1,3.6,0
16/02/2018,72,2018,2,16,5,16.1,27.4,3.6,0
17/02/2018,73,2018,2,17,6,16.1,28.1,9.4,0
18/02/2018,86,2018,2,18,7,19.1,26.1,7.2,0
19/02/2018,71,2018,2,19,1,12.1,25.9,7.2,0
20/02/2018,75,2018,2,20,2,22.6,24.9,7.2,0
21/02/2018,69,2018,2,21,3,22.1,25.1,13,0
22/02/2018,62,2018,2,22,4,14.6,27.1,7.2,0
23/02/2018,74,2018,2,23,5,15.6,27.7,7.2,0
24/02/2018,58,2018,2,24,6,16,28.1,10.8,0
25/02/2018,66,2018,2,25,7,22.1,22.1,5.4,0
26/02/2018,81,2018,2,26,1,15.9,27.9,7.2,0
27/02/2018,72,2018,2,27,2,15.1,28.1,7.6,0
28/02/2018,85,2018,2,28,3,27.1,28.4,18.4,0
01/03/2018,72,2018,3,1,4,15.2,29.1,18.4,0
02/03/2018,68,2018,3,2,5,16.6,29.1,14.8,0
03/03/2018,62,2018,3,3,6,17.1,29.6,7.2,0
04/03/2018,92,2018,3,4,7,17.2,29.4,7.2,0
05/03/2018,76,2018,3,5,1,15.1,29.1,7.6,0
06/03/2018,72,2018,3,6,2,10.1,29.2,10.8,0
07/03/2018,78,2018,3,7,3,15.6,30,3.6,0
08/03/2018,74,2018,3,8,4,16.1,29.9,10.8,0
09/03/2018,85,2018,3,9,5,15.1,29.7,10.8,0
10/03/2018,76,2018,3,10,6,27.1,30.6,7.2,0
11/03/2018,81,2018,3,11,7,16.4,32.1,7.2,0
12/03/2018,72,2018,3,12,1,17.1,32.9,7.2,0
13/03/2018,73,2018,3,13,2,13.1,31.9,10.8,0
14/03/2018,59,2018,3,14,3,16.6,30.3,7.2,0
